group_name,link,platform
University College - Student Life,https://www.facebook.com/ucstudentlife1853/,facebook
University College - Student Life,https://www.instagram.com/ucstudentlife/,instagram
University College - Student Life,https://twitter.com/ucstudentlife,twitter
University of Toronto,http://facebook.com/universitytoronto,facebook
University of Toronto,http://instagram.com/uoft,instagram
University of Toronto,http://linkedin.com/company/university-of-toronto,linkedin
University of Toronto,https://twitter.com/UofT,twitter
University of Toronto,http://youtube.com/user/universitytoronto,youtube
University of Toronto (UTM) - Office of the Vice-Principal Research,https://www.facebook.com/pages/U-of-T-Mississauga-Research-Office/101698829919247,facebook
University of Toronto (UTM) - Office of the Vice-Principal Research,https://twitter.com/UTM_Research,twitter
University of Toronto Alumni,https://www.facebook.com/uoftalumni,facebook
University of Toronto Alumni,https://www.instagram.com/uoftalumni/,instagram
University of Toronto Alumni,http://www.linkedin.com/groups?gid=37708,linkedin
University of Toronto Career Centre - Downtown (St. George) Campus,https://twitter.com/UofTCareerCtr,twitter
University of Toronto Department of Medicine,https://twitter.com/UofT_DoM,twitter
University of Toronto Institute of Aerospace Studies (UTIAS),https://www.facebook.com/University-of-Toronto-Institute-for-Aerospace-Studies-UTIAS-826187237527223/,facebook
University of Toronto Institute of Aerospace Studies (UTIAS),https://twitter.com/UTIAS,twitter
University of Toronto Joint Centre for Bioethics,http://www.facebook.com/pages/Toronto-ON/University-of-Toronto-Joint-Centre-for-Bioethics-JCB/164894946861612,facebook
University of Toronto Joint Centre for Bioethics,http://twitter.com/#!/utjcb,twitter
University of Toronto Libraries,https://instagram.com/uoftlibraries/,instagram
University of Toronto Libraries,https://twitter.com/uoftlibraries,twitter
University of Toronto Libraries,https://www.youtube.com/channel/UC51D4EB9a8Egx-o6mCZodEQ,youtube
University of Toronto Libraries -  Media Commons,https://www.facebook.com/uoftmediacommonsarchives,facebook
University of Toronto Libraries - Li Koon Chun Finance Learning Centre,https://twitter.com/LKCFLC,twitter
"University of Toronto Libraries, Petro Jacyk Central & East European Resource Centre",https://www.facebook.com/petrojacyk,facebook
"University of Toronto Libraries, Petro Jacyk Central & East European Resource Centre",https://twitter.com/JacykCentre,twitter
"University of Toronto Library, Hazel McCallion Academic Learning Centre",https://www.facebook.com/UTMLibrary?ref=hl,facebook
"University of Toronto Library, Hazel McCallion Academic Learning Centre",http://www.linkedin.com/groups/UTM-Library-4563078?gid=4563078&trk=hb_side_g,linkedin
"University of Toronto Library, Hazel McCallion Academic Learning Centre",https://twitter.com/UTMlibrary,twitter
"University of Toronto Library, Hazel McCallion Academic Learning Centre",http://www.youtube.com/user/UTMLibrary,youtube
"University of Toronto Mississauga (UTM) - Alumni Relations, Office of Advancement",http://www.facebook.com/pages/University-of-Toronto-Mississauga-Alumni/219996194677117,facebook
"University of Toronto Mississauga (UTM) - Alumni Relations, Office of Advancement",https://twitter.com/Alumni_UTM,twitter
University of Toronto Mississauga (UTM) - Career Centre,https://www.facebook.com/UTMCareerCentre/,facebook
University of Toronto Mississauga (UTM) - Career Centre,https://www.instagram.com/utmcareercentre/,instagram
University of Toronto Mississauga (UTM) - Career Centre,https://twitter.com/UTMCareerCentre,twitter
University of Toronto Mississauga (UTM) - Department of Management,https://twitter.com/ManagementUTM,twitter
"University of Toronto Mississauga (UTM) - Department of Physical Education, Athletics and Recreation",https://www.facebook.com/UTMAthletics,facebook
"University of Toronto Mississauga (UTM) - Department of Physical Education, Athletics and Recreation",https://twitter.com/UTM_Athletics,twitter
"University of Toronto Mississauga (UTM) - Department of Physical Education, Athletics and Recreation",http://www.youtube.com/user/UTMAthletics,youtube
University of Toronto Mississauga (UTM) - Environmental Affairs Office,https://www.facebook.com/#!/groups/2232361657/,facebook
University of Toronto Mississauga (UTM) - Environmental Affairs Office,https://twitter.com/EnvUTM,twitter
University of Toronto Mississauga (UTM) - Office of Student Life,http://www.youtube.com/user/UTMStudentLife,youtube
University of Toronto Mississauga (UTM) - Office of the Registrar,https://twitter.com/UTMRegistrar,twitter
University of Toronto Mississauga (UTM) - Office of the Registrar,http://www.youtube.com/user/UTMRegistrar,youtube
University of Toronto Mississauga (UTM) - Student Recruitment & Admissions,https://www.facebook.com/UTMFuture/,facebook
University of Toronto Mississauga (UTM) - Student Recruitment & Admissions,https://www.instagram.com/utmfuture/,instagram
University of Toronto Mississauga (UTM) - Student Recruitment & Admissions,https://twitter.com/UTMFuture,twitter
University of Toronto Mississauga (UTM) - Student Recruitment & Admissions,https://www.youtube.com/user/UTMFuture,youtube
University of Toronto Mississauga (UTM) Bookstore,https://twitter.com/utmbookstore,twitter
University of Toronto Mississauga (UTM) Campus,https://www.facebook.com/UTMississauga?fref=ts,facebook
University of Toronto Mississauga (UTM) Campus,http://instagram.com/uoftmississauga,instagram
University of Toronto Mississauga (UTM) Campus,http://www.linkedin.com/groups?gid=135733&trk=group-name,linkedin
University of Toronto Mississauga (UTM) Campus,https://twitter.com/utm,twitter
University of Toronto Mississauga (UTM) Campus,http://www.youtube.com/user/UTMississauga,youtube
University of Toronto News,https://twitter.com/UofTNews,twitter
University of Toronto Parents and Families,https://twitter.com/UTFamily,twitter
University of Toronto Scarborough (UTSC) - Admissions & Student Recruitment,https://www.facebook.com/utscadmissions,facebook
University of Toronto Scarborough (UTSC) - Admissions & Student Recruitment,http://instagram.com/utscadmissions/,instagram
University of Toronto Scarborough (UTSC) - Admissions & Student Recruitment,https://twitter.com/utscadmissions,twitter
University of Toronto Scarborough (UTSC) - Arts & Events Programming,http://www.youtube.com/aeplive,youtube
University of Toronto Scarborough (UTSC) - Arts & Science Co-op Program,http://www.linkedin.com/groups?home=&gid=3667437&trk=anet_ug_hm,linkedin
University of Toronto Scarborough (UTSC) - Arts & Science Co-op Program,https://twitter.com/Arts_Sci_Coop,twitter
University of Toronto Scarborough (UTSC) - Athletics & Recreation,https://www.facebook.com/pages/UTSC-Athletics/170502036358521,facebook
University of Toronto Scarborough (UTSC) - Athletics & Recreation,https://twitter.com/UTSC_Athletics,twitter
University of Toronto Scarborough (UTSC) - Department of Management,https://www.facebook.com/utscmanagement,facebook
University of Toronto Scarborough (UTSC) - Department of Management,http://www.linkedin.com/groups/UTSC-Management-4481104/about,linkedin
University of Toronto Scarborough (UTSC) - Department of Management,https://twitter.com/utscmgmt,twitter
University of Toronto Scarborough (UTSC) - Doris McCarthy Gallery,https://www.facebook.com/DorisMcCarthyGallery,facebook
University of Toronto Scarborough (UTSC) - Doris McCarthy Gallery,https://twitter.com/DMG_UTSC,twitter
University of Toronto Scarborough (UTSC) - Doris McCarthy Gallery,http://www.youtube.com/user/DorisMcCarthyGallery,youtube
University of Toronto Scarborough (UTSC) - Office of the Registrar,https://www.facebook.com/utscregistrar,facebook
University of Toronto Scarborough (UTSC) - Office of the Registrar,https://twitter.com/UTSCRegistrar,twitter
University of Toronto Scarborough (UTSC) - Student Life,https://www.facebook.com/pages/PULSE-Student-Life-at-UTSC/145213665856?fref=ts,facebook
University of Toronto Scarborough (UTSC) - Student Life,http://instagram.com/utscstudentlife,instagram
University of Toronto Scarborough (UTSC) - Student Life,https://twitter.com/utsc_pulse,twitter
University of Toronto Scarborough (UTSC) - Sustainability Office,https://www.facebook.com/Sustainability.UTSC,facebook
University of Toronto Scarborough (UTSC) - Sustainability Office,https://twitter.com/utsc_sustain,twitter
University of Toronto Scarborough (UTSC) Campus,https://www.facebook.com/UofTScarborough/,facebook
University of Toronto Scarborough (UTSC) Campus,https://instagram.com/utsc/,instagram
University of Toronto Scarborough (UTSC) Campus,https://twitter.com/UTSC,twitter
University of Toronto Scarborough (UTSC) Campus,http://www.youtube.com/user/uoftscarborough,youtube
University of Toronto Scarborough - (UTSC) Academic Advising & Career Centre,http://www.youtube.com/user/utscACE,youtube
University of Toronto Sustainability Office,https://www.facebook.com/sustainableuoft,facebook
University of Toronto Sustainability Office,http://instagram.com/sustainableuoft,instagram
University of Toronto Sustainability Office,https://twitter.com/sustainableuoft,twitter
University of Toronto Sustainability Office,https://www.youtube.com/user/sustainableUofT,youtube
University of Toronto Transportation Research Institute (UTTRI),https://www.facebook.com/UofTTRI/,facebook
University of Toronto Transportation Research Institute (UTTRI),https://twitter.com/uofttri,twitter
University of Toronto Transportation Research Institute (UTTRI),https://www.youtube.com/channel/UCSe_j5Jyu-hVoMlSITjlj_A/,youtube
UofT Entrepreneurship Hatchery,https://www.facebook.com/UoftHatchery,facebook
UofT Entrepreneurship Hatchery,https://www.instagram.com/uofthatchery/,instagram
UofT Entrepreneurship Hatchery,https://www.linkedin.com/company/uoftentrepreneurshiphatchery/,linkedin
UofT Entrepreneurship Hatchery,https://twitter.com/UofTHatchery,twitter
UofT Music Alumni News,https://www.facebook.com/UofTFacultyOfMusicAlumni/,facebook
Urban B&B @ Chestnut Residence,https://www.facebook.com/UrbanBandB,facebook
Urban B&B @ Chestnut Residence,https://www.instagram.com/chestnuturbanbnb/,instagram
Urban Studies,https://twitter.com/USPUofT,twitter
UTM - Student Housing & Residence Life,http://www.facebook.com/pages/UTM-Student-Housing-and-Residence-Life/128240947251444,facebook
UTM - Student Housing & Residence Life,https://twitter.com/UTMResidence,twitter
UTM - Student Housing & Residence Life,http://www.youtube.com/user/UTMrez?feature=mhee,youtube
Varsity Blues Athletics,http://www.facebook.com/varsityblues,facebook
Varsity Blues Athletics,https://www.instagram.com/varsityblues/,instagram
Varsity Blues Athletics,http://www.twitter.com/varsity_blues,twitter
Varsity Blues Athletics,http://www.youtube.com/UofTVarsityBlues,youtube
Varsity Blues Athletics (KPE),https://www.instagram.com/VarsityBlues/,instagram
Victoria College,https://www.facebook.com/vicu.utoronto,facebook
Victoria College,http://www.linkedin.com/groups?gid=2417590,linkedin
Victoria College,https://twitter.com/VicCollege_UofT,twitter
Victoria College - Office of the Registrar,https://twitter.com/VicRegistrar,twitter
Victoria University Library,https://www.facebook.com/VictoriaUniversityLibrary,facebook
Woodsworth College,https://www.facebook.com/WoodsworthCollege,facebook
Woodsworth College,https://twitter.com/WWcollege,twitter
Woodsworth College Alumni,https://www.facebook.com/alumni.woodsworth,facebook
Woodsworth College Alumni,http://www.linkedin.com/groups/Alumni-Association-Woodsworth-College-3891100,linkedin
Woodsworth College Alumni,https://twitter.com/WDWalumni,twitter
Woodsworth College Office of the Dean of Students,https://www.facebook.com/deansofficewdw,facebook
Woodsworth College Office of the Dean of Students,https://twitter.com/WDWDeansOffice,twitter
Woodsworth College Residence,https://www.facebook.com/WoodsworthRes,facebook
Woodsworth College Residence,https://www.instagram.com/woodsworthres/,instagram
Woodsworth College Residence,https://twitter.com/woodsworthres,twitter
Woodsworth College Students' Association,https://www.facebook.com/myWCSA?ref=ts&fref=ts,facebook
Woodsworth College Students' Association,http://instagram.com/mywcsa,instagram
Woodsworth College Students' Association,https://twitter.com/myWCSA,twitter
Woodsworth One Program,https://www.facebook.com/woodsworthone,facebook
